adjusted_job,job,detail,工资,经验要求,学历,公司名称,公司阶段,公司规模,公司领域
客服,客服,岗位职责:1.维护办公室区域设备及卫生，保证设备安全;2.维护活动秩序，及时做好接待和指引；3.进行会议、活动接待，具有会议服务经验优先；4.熟知公司及本部门的一切规章制度、服务规程和标准，按要求进行操作；5.听从领导安排，完成其他临时性工作。任职要求:1、普通话标准，形象好气质佳；2、中专及以上学历，1年及以上同岗位工作经验者，学历可放宽至非全日制大专；3、上班穿工装（公司统一发放），具有客服经验优先。工作时间：8：00-16：30，每周休两天，轮休，根据工作安排不固定六日休工作地点：东城区某博物馆观众服务中心薪资福利：税前月薪5-6k，入职缴纳五险一金、法定节假日三薪、高温补贴、过节费、年终奖，试用期2个月，薪资80%,5-6K·13薪,经验不限,中专/中技,绿城服务,已上市,1000-9999人,生活服务(O2O)
客服,客服,主要工作内容：通过电话邀约客户到公司公司提供精准数据15%-45%提成无责无kpi提供住宿 2-3人间90后老板，公司氛围轻松，渠道齐全,7-12K,经验不限,学历不限,北京广泛帮业科技,不需要融资,20-99人,咨询
客服,客服,工作内容1. 接听客户来电，耐心解答咨询，确保通话质量和客户满意度；2. 记录客户反馈，无销售任务，专注于提供优质服务体验；3. 协助解决客户问题，维护公司品牌形象和服务标准。任职要求1. 具备良好的沟通技巧，能够有效处理客户咨询；2. 熟悉电话客服工作流程，能够独立完成日常工作任务；3. 有责任心，能够在团队中协作，确保服务质量。,5-10K,经验不限,大专,中国平安,已上市,10000人以上,互联网金融
客服,客服,工作描述：1.订单接收与处理（线上聊天工具或者电话接收订单）2.订单跟单3.客户售后服务处理4.每天业绩统计报表5.每天下单排产及约上门安装事宜。任职要求：1、男女不限，年龄在20-30之间2、口齿清楚，思路清晰3、具备主动服务理念，能换位思考4、较强的倾听能力、沟通能力，善于引导及处理突发事件能力5、忠诚、积极主动、灵活应变、认真负责、诚实谨慎6、有工作经验优先,4-6K,经验不限,大专,,,,
客服,客服,"岗位职责：1、负责天猫、淘宝、京东等店铺接待客户，提供优质的咨询服务、问题解答促成销售；2、利用旺旺、咚咚等在线聊天工具回答客户提问,引导客户在网上顺利下单购买,促成交易愉快达成.处理每天的交易记录，并对客户出现的紧急特殊情况做处理或者汇报上级；3、熟悉京东、淘宝的各种操作规则，有网购经验,了解网购流程,熟悉淘宝和其他电商平台的买卖流程，4、负责订单的售后服务工作，包括物流跟踪查询、客户投诉等问题的处理；为客户提供完美解决方案。5、负责售后问题接待,物流查询及退换货问题处理、快递异常等问题的处理；6、售后跟踪回访,维护店铺信誉;能有效的与客户沟通,维护店铺好评率；任职要求：1、熟练操作计算机和office软件，中文打字速度快；2、良好沟通能力，有亲和力，能及时解答客户问题，有高度的责任心；3、良好的服务意识、耐心、踏实稳定、责任心强，具有团队协作精神，能够承受工作压力,思维敏捷，应变能力强，能灵活处理突发问题；4、对淘宝天猫线上销售有浓厚的兴趣,了解基本的销售技巧, 学习能力强,思维活跃, 并且能根据顾客的不同需求来灵活的进行推荐；5、打字速度快、销售能力强、熟悉淘宝等购物网站流程；6、可接受应届毕业生，市场营销，电子商务专业优先。",5-7K,1年以内,大专,北京好助力电子商务,未融资,20-99人,食品/饮料/烟酒
客服,客服,工作内容：1.负责接听400电话，处理客户诉求2.处理平台订单，并安排发货3.按月对账4.服务销售部门要求：1.善于沟通，应变能力强；2.普通话流利，做过客服者优先3.熟练表格4.对待事情有耐心，有奉献精神5.喜欢客服，喜欢与客户打交道,4-7K,经验不限,大专,优品时代,未融资,100-499人,进出口贸易
客服,客服,我们的优势1、高效率不加班、每日8个小时工作时间，早9：30—晚7:00（中午休息一个半小时）不加班；2、稳定的高收入；综合收入8000元----15000元+高额提成20~40%，月、季度、年度现金奖。（最高工资记录单月100000元）；4、超大晋升空间；公司处于急速发展阶段，大力提拔员工晋升，只要你遵守公司规章制度，专业过硬，工作认真，有责任心，有管理能力就有机会晋升组经理；岗位要求1、普通话流利，口齿清晰，语音富有感染力;2、18-35岁，有过相关电话营销、呼叫中心、客服工作经验者优先，条件优异者可适当放宽年龄。3、具备较强的学习能力和优秀的沟通能力;4、性格坚韧，思维敏捷，具备良好的应变能力;5、学历不限，接受行业小白公司地址：朝阳区 金海商富中心B座207室,8-13K,经验不限,学历不限,,,,
客服,电商客服,工作职责：1.在电商平台在线交流为客户提供服务，及时回复咨询及留言，有问必答，能够及时发现客户问题并给予正确的回复；2.处理订单售前售后相关事宜，包括订单发货对接、评价管理、退换货等工作；3.处理客户中差评，提高满意度；4.负责将客户的反馈反映给运营等相关部门。任职资格：1.大专以上学历；2.从事过售前 售后客服类者优先；3.做事认真、仔细、负责；4.具有服务意识，能适应大的工作压力。,5-7K,经验不限,大专,聚宏电商,未融资,100-499人,电子商务
客服,客服,1、能快速深入了解公司业务和产品知识；2、通过400热线及时准确解答和处理客户问题；3、妥善处理客户的投诉，做好详细记录，与有关人员沟通、协调，及时解决客户遇到的问题；4、不定期进行差评、投诉、客户体验回访，推动产品和服务流程优化改善；5、协助各部门同事做好各项客服支持工作；6、高效完成领导安排的其他工作内容。任职要求：1、性格开朗乐观，积极向上，具有团队合作精神；2、工作态度积极认真，思维敏捷，吃苦耐劳、客户服务意识强；3、工作耐心细致，有较好的沟通表达能力；4、有400电话客服（呼入呼出）工作经验【必须项】；5、热爱客服服务行业，具有良好的心理承受能力和抗压能力；6、计算机操作熟练，office办公软件使用熟练。7、必须能接受倒班排休工作制度， 上二休二【有夜班20:00-8:00 介意者勿扰】暂时夜班居家,7-8K,1-3年,本科,悦途,B轮,1000-9999人,运营商/增值服务
客服,客服,坐班坐班坐班！不居家，接受不了不要打招呼一天8小时(8:00-5:30/3:30-10:30)，双班倒，一周六天，底薪4000+奖金+五险一金综合到手8000-9000不等每天对接各平台客户，加微信，为客人发服装图片，介绍租赁体验流程，体验和拍摄价格 记录客人预约时间及款式和地点，回答客人线上问题等.. 抖音客服经验者优先,5-10K,1年以内,学历不限,吉润曦,未融资,0-20人,租赁/拍卖/典当/担保
客服,客服,身体健康，为人踏实，人品好，做事有始有终，能吃苦，不矫情，不拖拉，公司提供吃住。有物流工作经验优先考虑年龄35-55公司禁烟，工作时间不可以干跟工作无关事情。工资包含周末一天，单休。业务扩展有晋升空间。,5-7K,1-3年,学历不限,鑫世锐达,不需要融资,100-499人,公路物流
客服,客服,工作内容：1. 服务公司自有留学缴费平台注册用户，答疑。2. 熟悉公司产品及服务流程，能及时服务客户，包括但不限于咨询介绍、投诉、解答并帮助市场人员完成客户最终的产品服务购买。3.公司提供的客户资源，二次营销。任职要求：1.大专及以上学历，有客服工作经验者优先。2.英语基础良好（有英语基础，无需口语沟通）。3.打字速度快。4.良好的沟通表达能力。,7-12K,1-3年,大专,广明星,未融资,20-99人,互联网
客服,客服,1.公司提供客户资源回访客户，不含销售性质2.工作时间:早九晚六周末双休，中午休息两小时，法定节假日正常休息，工作轻松愉快不加班3.任职要求:不接受居家办公口齿清晰，有良好的语言组织能力接受小白，有老员工带,6-9K,经验不限,学历不限,北京静城怡旅旅游咨询,未融资,20-99人,旅游/景区
客服,客服,职位描述/要求：国有全日制大学专科旅游专业或贸易专业。普通话纯正．有学习悟性．旅行社计调或者英语培训工作经验者优先考虑。至少一年相关工作经验。1、有较强的中英文语言表达、沟通能力。2、与客户沟通时逻辑性强，思维清晰，反应灵敏，言谈举止积极自信；3.了解地接社各项工作，计调分配各个国家的票务，住宿，签证，旅游等工作，可熟练使用英文浏览INTER网页；4.责任心强，良好的团队合作精神；5.有国际商务谈判经验者优先考虑。6、热情开朗、责任感强、敢于挑战，具有团队协作精神；7、形象素质良好，能适应出差工作水平。,5-8K,1年以内,大专,鸿世通,未融资,0-20人,其他生活服务
客服,客服,职位描述：1）监督滴滴平台驾驶员日常出车情况及提示；2）监督驾驶员日常服务流程，服务规范及相关制度的落实，并针对驾驶员异常数据进行调查；3）对驾驶员违规操作等问题进行约谈，并按公司规定进行批评教育及处罚；4）处理驾驶员日常工作中出现的各种问题，并向总部提出改进建议; 5）对接滴滴平台向驾驶员传达相关管理制度，并组织相关人员进行培训；6）协助车辆管理部门接待访客，做好接洽工作；7）领导交代的其他事宜。任职资格:1、全日制中专及以上学历、年龄20—30岁，形象气质佳；2、逻辑思维清晰，语言表达能力强且具有良好的沟通、协调能力；3、有团队集体荣誉感且吃苦耐劳；4、会使用Excel或有同专业经验者优先录用。薪资福利：工资：1）上班时间：9：00-18：00，4000—7000；           2）五险一金、岗前培训补助、定期团建、节日及员工租车福利。,7-8K,1-3年,中专/中技,,,,
客服,客服,在家办公，早9:30-晚9:30，工作内容：微信转化下单（有提成），解决客诉，接打回访电话，接器手电话，协助店里发单，工资日结,6-8K,经验不限,学历不限,,,,
客服,责任客服,有夜班，夜班有补助，月休8天，能接受的联系职责描述：1.负责安排养老社区居住长者的日常服务需求，进行入住探访，主动关注长者各方面需求，支持长者融入社区生活，建立新生活圈。2.负责协调和统筹各服务条线完成内部联动工作，例如：组织召开住户座谈会、家庭会议等跨条线工作。3.负责收集长者投诉建议，协调相关部门解决并跟进。4.负责收集服务监测数据，保证服务品质。5.建立服务档案。任职要求：1.酒店管理、老年服务与管理、社工等专业专科以上学历；2.1年以上工作经验，具有星级酒店、星级养老机构工作经历优先；3.具备良好的沟通技巧和协调能力，具有极强的主动服务意识；4.热爱老年事业，愿意服务于老年人；5.形象良好，适应性强，灵活性强。职位福利：五险一金、节日福利、试用期全额、年底双薪、全额公积金、员工宿舍、餐补职位亮点：国资背景,5-6K,1-3年,大专,,,,
客服,淘宝客服,"我们的店铺：优立地毯旗舰店。单休，不包吃也不包住！坐班制，不接受居家办公！岗位职责：1、通过在线聊天工具,负责在线上和顾客沟通,解答顾客对购买服务的疑问;2、客户关系维护工作,在线沟通解答顾客咨询,引导用户顺利的购买,促成交易;3、负责客户疑难订单的追踪和查件,处理评价、投诉做好售后服务；4、完成交予的其它工作。任职资格：1、大专及以上学历, 市场营销相关专业优先;2、至少一年以上电商运营经验平台，不限于京东、淘宝等，打字速度快，熟悉电脑的基本操作；3、要具备解答问题百问不烦,要细心,有耐性,不急噪,能随机应变，态度好,工作积极向上,脚踏实地。",5-10K,1-3年,大专,优立集团,未融资,100-499人,家具/家居
客服,客服专员,客服助理岗位项目客服，负责单一客户，负责运营车辆追踪查询，异常反馈，报表分析，回单整理，异常处理，对账等每周需值一天夜班（夜班居家）负责完成领导交代的工作，有1年以上物流行业经验优先，物流专业毕业优先！本科及以上优先！工资加年终奖,6-7K,1年以内,大专,比斯特物流,不需要融资,100-499人,公路物流
客服,京东客服,岗位职责：负责处理售前售后的咨询和投诉，解答客户提出的问题，提升客户满意度；熟悉公司产品，及时掌握商品信息和促销活动，为客户提供专业的咨询和建议；处理订单、退换货、维修等售后服务事宜，跟进客户订单状态；处理客户问题反馈，及时与相关部门沟通解决客户问题；维护客户关系，处理客户投诉，处理紧急突发事件；记录客户问题，汇总客户反馈，提出改进建议，不断优化服务流程。任职要求：大专及以上学历，有客服工作经验者优先；普通话标准，沟通表达能力强；熟练使用办公软件，有良好的服务意识和团队合作精神；有耐心，能承受一定的工作压力；熟悉电商行业，有京东平台客服工作经验者优先。工作地点：北京绿地中央广场13号804室薪资待遇： 具体薪资面议，福利待遇包括但不限于五险 、奖金等。,5-10K,经验不限,学历不限,,,,
客服,客服专员,工作轻松，氛围很好，上手简单；每月，每年团队组织团建活动，长白班，从不加班。工作时间：上午 9:00-12:00，下午 14:00-18:00；周日周一休息，法定节假日正常休息。薪资待遇：试用期 5000，试用期后底薪涨幅看试用期内工作情况而定试用期后薪资预计：8000-13000 之间，性别不限岗位要求：普通话标准，有一定语言沟通能力，每天能独立完成相关工作安排。,5-10K,1-3年,大专,,,,
客服,客服专员,岗位职责：1.根据公司提供的客户资源，邀约客户、新客户开发2.解答客户疑问，为客户匹配金融产品3.掌握工作知识，工作流程4.协助配合销售团队任职要求：1.口齿清晰，普通话流利，2.具有较强的学习能力、沟通能力3.性格热情开朗，有亲和力，责任心强，积极上进4.思维活跃，具备一定的理解能力5.欢迎应届毕业生和职场小白,15-20K,经验不限,大专,北京韶华领航科技,未融资,100-499人,互联网金融
客服,就医服务客服,职位描述：1.与需要就医的客户进行联系，了解客户具体就医需求；2.主要为保险公司以及银行客户进行服务；3.按照公司要求与保险公司等甲方以及客户进行衔接，让客户尽快完成预约挂号等就医服务；4.负责就医客户订单的登记、跟踪和处理，并实时进行反馈；5.熟悉全国各地医院的就医流程以及专家情况，并能为客户进行分诊；6.需要有2年以上相关工作经验。任职要求:1.大专及以上学历者优先；2.有健康管理、就医绿通、医疗客服等相关工作经验者优先；3.有团队合作精神以及抗压能力强；4.医学类，护理类等专业优先；5.有全国医院就医安排的医疗资源优先。,7-12K,1-3年,大专,和怡健康,不需要融资,0-20人,医疗服务
客服,客服专员,1、了解公司产品及主营业务，并以专业的角度给客户提供服务；2、熟悉平台操作，根据客户需求完成各项后台要操作的事宜；3、负责400电话的接待工作，解答咨询及投诉的处理；4、负责定期回访客户，确保客户反馈问题得到沟通与解决；5、维护与新老客户的良好合作关系，定期对老客户进行维护及回访；6、协调与其他部门工作衔接和配合问题等；,5-7K,1-3年,大专,美立刻,C轮,500-999人,互联网
客服,淘宝客服,1.通过淘宝和微信进行产品销售；2.产品拍照，文案撰写，视频拍摄；3.希望表达能力，沟通能力优秀，对赚钱有无限向往和动力；4.审美在线；5.懂珠宝知识，会ps，会拍照优先考虑。不会也没事，我们会提供专业指导和培训,6-8K,经验不限,大专,尘说文化,不需要融资,0-20人,电子商务
客服,客服专员,1：接受客户咨询，并做好详细记录；2：了解客户的需求并给出准确的解决方案；3：一站式解决客户需求，为客户提供全套的咨询和服务；4：具有良好的工作执行力，及沟通能力；,4-6K,1-3年,中专/中技,耀客金融,未融资,20-99人,租赁/拍卖/典当/担保
客服,IR 经理,工作内容：1、协助维护和开拓一级市场投资机构客户，搜寻、添加、整理投资人与投资机构信息，并定期维护基础信息库；2、对接各种类型买方/投资方（包括但不限于：中央/地方政府引导基金、基金客户，上市公司投资部，建立双赢的长期合作关系）；3、挖掘和整理现有投资方的潜在投资需求和开拓新客户资源；协助执行团队做前期的项目推荐；4、在项目组中，独立负责承销工作并完成部门负责人安排的其他日常工作等；5、主动探索各种新手段新方法，根据工作目标独立提出解决方案。任职要求：1、1-2年左右销售、推广相关工作经验，有金融行业从业经验、基金产品销售经验、项目FA经验等优先；2、具备一定的机构资源，尤其是医疗器械领域投资方向的机构资源者优先；2、本科或以上学历，有海外留学或工作经验优先；3、具备较强的沟通协调能力，性格外向开朗，适应对外联络的工作节奏；4、具备较强的工作规划和执行能力，目标导向性强，学习新事物能力强；5、形象气质好，愿意挑战自我，可适应短途出差。亮点说明：1、充分的行业认知和明星项目接触，大量与行业顶尖创业家的沟通机会；2、扁平化的工作环境，适合自我驱动、自我管理型的工作节奏；3、具备跟投机会，分享公司和项目成长收益；4、公司管理层开明开放，工作氛围好。,9-12K·14薪,1-3年,本科,弘颐资本,不需要融资,20-99人,投资/融资
销售人员,销售 海外 经理,销售经理（红外技术领域） 岗位职责： 1. 深入理解红外技术及市场动向，挖掘市场需求，制定销售策略及客户清单。 2. 与研发部门协同，对产品研发管理及市场规划进行管理，按市场需求推出符合市场期望的产品。 岗位要求： 1. 理工科全日制本科及以上学历。2. 具有丰富的红外技术及市场相关工作经验。 3. 具备产品研发管理和市场规划的经验。 4. 曾在外资红外设备公司工作，有相关经验者优先考虑。 5. 熟悉英语和阿拉伯语者优先。 工作地点： - 北京（特殊情况下可在外地工作，每月需在北京汇报一周） - 若具备强大的外销客户群体且长期从事红外行业外贸工作者可不需base在北京，但需每月在北京总部进行汇报和沟通，时间约为一周。 公司简介： 公司专注于红外技术的研发与市场拓展，拥有多年的行业经验和强大的技术团队。我们致力于为客户提供最优质的红外技术解决方案，推动行业的不断进步与创新。 薪资及福利： - 基础薪资18K起 - 完善的社会保障和福利体系 - 项目提成+年度奖金,20-25K,5-10年,大专,福光股份,已上市,1000-9999人,仪器仪表
销售人员,店长 经理 服务员,需要有责任心 有经验 人品好 想一块发展的伙伴 待遇从优 薪资保障 有提成奖金绩效任职要求: 有经验 有责任心 吃苦耐劳岗位福利: 底薪jia提成奖金绩效加年假行业经验: 1-10年都可以岗位职责: 认真完成所交代的工资,5-10K·13薪,1-3年,中专/中技,北京海利诚餐饮管理,未融资,20-99人,其他行业
销售人员,渠道 BD 经理,职位描述1、专注于香港身份规划业务，积极对接各类渠道，建立并维护良好的合作关系。2、凭借丰富的渠道资源，为业务持续供给高质量的用户线索，有效推动业务发展。3、对渠道合作的成果负责，制定明确的业务目标，并确保达成预期结果。4、基于过往成功经验，搭建完善的 SOP 流程和体系化的合作框架，优化工作效率和效果。5、深入分析渠道数据和市场动态，为业务策略调整提供有力支持。任职要求：1、有教育、金融、移民、留学渠道资源优先，熟悉互联网行业的运营模式和发展趋势。2、拥有丰富的渠道拓展和商务合作经验，过往在相关领域取得显著成果。3、具备广泛且优质的渠道资源，能够迅速转化为实际的业务增长动力。4、熟练掌握 SOP 流程制定和体系化搭建方法，有成功的实践案例。5、自我驱动，目标导向，能够在压力下高效完成工作任务。,30-55K,5-10年,本科,水滴公司,已上市,1000-9999人,互联网
销售人员,金融管理部 经理,中层管理职位。1. 制定公司科技金融战略2. 负责产业链的金融资源对接3. 负责重点项目金融解决方案4. 协助制定金融支持下的销售策略5. 维护重点金融机构关系工作地点：北京 昌平区 未来科学城 能源谷,10-15K,5-10年,本科,中科海奥,C轮,100-499人,其他新能源
销售人员,校园外卖 BD 经理,"工作内容：1.负责区域内商户的洽谈工作,达成合作关系;2.解决商户日常运营过程中遇到各类问题,积极的提供解决方案,促进商户交易额的提升;3.根据公司战略发展,结合所管辖市场的实际情况,对所负责区域的商户制定高效推广运营策略和落地方案;4.通过数据运营分析,从中发现提升点并制定合理可行的优化方案;5.管理并维护商户与平台的合作关系,促进双方合作共赢；6.对外卖行业了解,并认可，对高校外卖了解。任职要求:1.大专及以上学历,1年以上行业销售和运营经验者，经验丰富者可放宽条件；2.学习能力和执行力强,有较强的进取心;3.具备较强的市场分析、营销、推广能力、谈判能力、沟通协调能力,问题分析解决能力等;4.熟练运用办公软件;5.具备从互联网角度分析问题的能力,并乐于向团队成员分析优秀的工作经验和心得。如果你：1、有自己的追求，并极度渴望成功；2、不违背我们的价值观和信仰；3、为了自己的追求，不太计较短期得失，但有很强的进取心渴望快速成长；4、具有超强的执行力并极度勤奋；5、爱学习；6、较强的策路能力和逻辑思维能力，能做出高质量的决策；7、较强的市场推广天分or技能和丰富的谈判经验；8、沟通、协调、推动能力强。但凡是有梦想的人不做选择题，只做证明题！爱创欢迎你。",8-12K,1-3年,大专,爱创互联网,天使轮,100-499人,互联网
销售人员,连锁餐饮（火锅) 店长 经理,1，同行业店长职位3年以上工作经验。2，具备扎实的专业功底和管理知识，具备报表统计和分析能力。3，具备较好的计划 组织 协调 培训能力和领导能力，具备优秀的现场管理能力。4，具备良好的应变能力，能够处理店面营运中出现的突发事件。,12-18K,1-3年,高中,,,,
销售人员,军工行业销售专员主管 经理 总监,1、参与制定军工行业的销售战略、具体销售计划和进行销售预测。2、完成团队产品销售目标，以及完成个人业绩指标。3、控制销售预算、销售费用、销售范围与销售目标的平衡发展。4、招募、培训、激励、考核下属员工，以及协助下属员工完成下达的任务指标。5、收集各种市场信息。6、参与制定和改进销售政策、规范、制度，使其不断适应市场的发展。7、发展与协同企业和合作伙伴关系，如与高校、其他研究机构的关系。业务对象：军工研究所、军工企业、军民融合单位、基地、机关等任职要求：1、本科及以上学历，专业不限2、有5年以上销售工作经验或3年以上销售管理工作经验3、对于军工检测行业熟悉，军代表或自主择业人员优先考虑。,15-30K,5-10年,大专,谱尼测试,已上市,1000-9999人,其他行业
销售人员,SAE / AM / 客户主管 / 经理,职位描述1.与客户保持良好的日常沟通、建立和发展与客户的互信关系，挖掘客户长期深度合作的商业机会； 2.能够独立进行项目管理，项目成员进行执行。3.熟悉消费品/互联网行业，能根据客户需求，独立撰写策划方案； 4.熟悉各Social平台（如微博/小红书等）玩法规则，网感强，能和团队完成brainstorming，提供创意性想法； 任职要求1. 本科及以上学历，3年以上相关从业经验； 2. 一定的营销理论功底，文案策划能力； 4. 独立的工作能力，责任心强，工作细致、认真； 5. 具有良好的分析与解决问题的能力，能承担工作的挑战和压力； 6. 良好的团队合作精神和组织协调能力。,10-15K,3-5年,本科,,,,
销售人员,经理,1:专业能力强(服务培训)，有领导能力。2:社会经验足，能处理店内突发问题。3:情绪稳定。4:能吃辣，最好懂川菜。,9-10K,3-5年,大专,,,,
销售人员,经理,供热行业的自动化控制及数据采集计算,1-2K,经验不限,本科,众诚恒祥,未融资,0-20人,环保
销售人员,太二招聘服务员,带领做好与顾客之间的沟通工作，提高满意度【职位问答】 · 该职位主要服务哪类客户？企业（To B） · 您期望候选人具有哪些方面的经验？无经验要求 · 该职位属于哪类行业？企业服务 · 该职位负责销售什么类型的产品或服务？其他产品/服务 · 该职位主要运用哪种销售方式？门店/柜台销售原标题：《经理》,7-8K,经验不限,学历不限,太二,已上市,10000人以上,餐饮
销售人员,北京红旺利保洁服务招聘保安经理,保洁服务及公司保安服务原标题：《经理》,3-5K,1年以内,学历不限,,,,
总裁/总经理/CEO,经理,岗位职责：（1）为基础设施和公共服务领域的单体项目、区域开发和城市发展等提供策划顾问、财务顾问、政府监管咨询、企业管理咨询、工程咨询、政策研究等基建咨询服务的一项或多项；（2）负责咨询业务的项目管理（项目经理），包括项目范围管理、人力资源管理、项目质量管控、项目预算管理、时间进度管理等；（3）参与基础级员工带教；（4）参与相关咨询业务的商务开发，维护良好的客户关系；（5）参与内部相关工具、方法、模型的整理研究工作，以及参与行业研究、新产品研发等。任职要求：（1）经济、管理、金融、财政、规划建筑、土木/交通运输/能源/环境工程类专业或复合专业背景，全日制本科及以上学历；拥有注册会计师、咨询工程师（投资）、全国造价工程师、中高级技术职称（工程系列、经济系列、会计系列）等证书的优先；（2）具备三年（硕士毕业）或五年（本科毕业）及以上相关工作经验；（3）愿意拥抱变化，善于解决问题，具有较强的学习能力、策划能力、逻辑分析能力、商务沟通能力和文字表达能力；（4）拥有良好的大局观和团队合作精神，较强的责任心，以及良好的承压力；能适应频繁出差。,17-20K,3-5年,本科,济邦投资咨询,未融资,100-499人,咨询
总裁/总经理/CEO,总经理,招聘总经理，项目经理，行政经理，工作内容电话说明加分项有以下行业经验：广告/公关/会展,16-30K,3-5年,本科,,,,
总裁/总经理/CEO,总经理,造酒局(酒业生态数字化赋能平台)以名酒一站式私人定制供应链为主让代理商轻投资创业变现转型，用为实体门店(020)引流拓客营销赋能做为拓客工具，主要工作招商，融商(合伙人圈层)，销售，懂web3.0数字经济数字藏品NFT更好！行业经验：三到五年以上行业经验有项目O一1一10成功经验加分项有以下行业经验：社交网络·互联网金融·投资/融资,30-60K,5-10年,本科,趣品,不需要融资,20-99人,互联网
总裁/总经理/CEO,总经理,制定公司战略和业务规划打造高绩效团队带领公司实现高速成长加分项有以下行业经验：新零售·人工智能·计算机软件,40-60K,10年以上,本科,磁云数字科技,B轮,100-499人,互联网
总裁/总经理/CEO,总经理,1、管理团队。2、组织团队。3、出业绩。,12-15K,5-10年,大专,元庆亿鑫,不需要融资,20-99人,基金
总裁/总经理/CEO,总经理,【岗位职责】：1、负责全国轨道交通行业新能源相关产品的市场开发及管理工作，制定营销策略，推动客户开发及品牌推广；2、负责相关产品销售工作，执行并完成董事长下达的销售、回款计划及利润指标；3、负责销售团队的管理与建设，达成业绩目标 ；4、掌握客户、产品、市场、竞争对手的相关实时信息，及时制定销售策略。【任职要求】：1、本科及以上学历，5年以上团队管理经验；2、具备优秀的市场策略，市场开发、客户管理、商务谈判等能力；3、具有团队合作意识和精神，能适应经常出差，工作态度积极热情；4、具备良好的团队建设和管理能力。5、三年以上轨道交通行业经验，有地铁行业：长客、青岛四方、株机、中车、大连、唐车等相关从业背景优先考虑。加分项有以下行业经验：通信/网络设备·储能·其他新能源,25-50K,5-10年,本科,卓成世纪,未融资,20-99人,通信/网络设备
总裁/总经理/CEO,总经理,开发部委关系，政府事业单位央企合作伙伴有部委工作经验负责打理：山西静升王氏酒业有限公司，天津静升王氏酒业有限公司，河北津寅酒业有限公司。加盟招商，有人脉资源，部队资源，会所资源！股份配送。打造山西省10大清香型白酒品牌。加分项有以下行业经验：电力/热力/燃气/水利,26-45K,10年以上,本科,,,,
总裁/总经理/CEO,总经理,要求：年龄：30-40岁经历：有过运营工作经验的至少3年以上，了解代账公司行业动态及运营发展  学历：本科以上加分项有以下行业经验：财务/审计/税务,15-30K,3-5年,本科,,,,
总裁/总经理/CEO,总经理,岗位职责：1、根据公司业务发展战略，制定监理业务整体品牌推广和市场拓展策略，并跟踪执行；2、根据监理行业发展趋势与变化特征，结合公司战略目标与业务现状，负责规划公司中长期经营发展战略，提升业务市场占有率、品牌知名度；3、开发、分公司拓展，构建行业生态，负责公司监理业务模式的方案制定；4、主持北京分公司全面工作，落实集团各项决议，负责处理监理公司经营、生产等企业管理工作并直接负责业务拓展，对公司经营结果负责；5、负责组织制定公司各项管理制度、管理办法和各项作业流程、健全和完善公司各部门岗位职责； 6、加强企业文化建设，负责组织、领导对本公司所有员工的业务、技能培训工作，提高员工的专业素质和工作绩效； 7、定期组织召开公司工作例会，总结研究公司现阶段生产、经营及管理情况，定期向集团董事长汇报工作，反馈信息。对重大问题或重要事项提出行之有效的方案或意见，供上级领导决策。任职要求：1、基本情况：40岁以上，建筑工程理工类相关专业本科及以上学历；2、从业经历：具有工程监理咨询行业高管及以20年以上工作经验，5年以上副总经理或总经理管理经验，熟悉监理相关法规政策，具有良好的沟通表达能力、精神，抗压能力强；3、主导过市场经营和项目管理的全过程，有一定渠道资源，具有丰富的品牌搭建及推广经验和敏锐的市场敏感度；4、具备注册监理、注册咨询师、注册造价师等相关执业资格证书。,20-30K,10年以上,本科,中天昊建设公司,不需要融资,100-499人,咨询
总裁/总经理/CEO,总经理,1、负责担保业务的推广和市场拓展工作。市场拓展范围包括：消金公司、民营银行、农商行等。2、负责担保项目的审查和风险评估。3、协助担保项目相关方的合作关系，解决各种问题和纠纷。4、跟进担保项目的进度。5、与合作方建立良好的关系：要积极主动地与合作方保持良好沟通，在合作方需求发生变化时及时反馈，及时解决合作方问题。任职要求：1、具备良好的金融知识和相关法律法规知识2、具备团队协作能力和沟通能力加分项有以下行业经验：银行·互联网金融·租赁/拍卖/典当/担保,50-80K,3-5年,本科,,,,
总裁/总经理/CEO,总经理,岗位职责：1.执行公司领导决议2.调动资源盘活公司核心业务3.经营管理公司事务任职要求: 1.行业资源整合能力强2.有至少一个从0-1的创业经验3.管理过10人以上的创业团队4.具有较强的理解能力、表达能力、执行力岗位福利: 薪资面议加分项有以下行业经验：房地产开发经营·工程施工,20-21K,5-10年,本科,众建双防,未融资,0-20人,计算机服务
总裁/总经理/CEO,总经理,招聘金融管理精英一名，能组建团队，管理团队，带领团队。,11-20K,5-10年,本科,,,,
